Word,Valence,ValenceCategory,Arousal,ArousalCategory,CategoryIndex
envious,-0.37,L,0.02499999999999991,H,2
environment,0.42500000000000004,H,-0.38749999999999996,L,6
environmental,0.125,M,0.26249999999999996,H,5
envision,0.2849999999999999,H,-0.31000000000000005,M,7
envoy,-0.02499999999999991,M,-0.31499999999999995,L,3
envy,-0.48750000000000004,L,-0.1625000000000001,M,1
enzyme,0.03499999999999992,M,-0.475,L,3
epic,0.5475000000000001,H,-0.050000000000000044,H,8
epidemic,-0.7375,L,0.29499999999999993,H,2
epidural,-0.3375,L,-0.014999999999999902,H,2
epilepsy,-0.575,L,0.0,H,2
epileptic,-0.42000000000000004,L,-0.09499999999999997,H,2
epiphany,0.5149999999999999,H,-0.10000000000000009,H,8
episode,0.0,M,-0.3325,L,3
epitaph,-0.11749999999999994,L,-0.37,L,0
epitome,0.16749999999999998,M,-0.1924999999999999,M,4
equal,0.36749999999999994,H,-0.37,L,6
equality,0.4375,H,-0.0674999999999999,H,8
equalizer,0.012499999999999956,M,-0.32999999999999996,L,3
equate,0.29000000000000004,H,-0.29000000000000004,M,7
equation,0.07250000000000001,M,-0.27249999999999996,M,4
equator,0.10499999999999998,M,-0.2250000000000001,M,4
equestrian,0.1775,H,-0.4125,L,6
equilibrium,0.33000000000000007,H,-0.625,L,6
equipment,0.15500000000000003,M,-0.49,L,3
equity,0.10250000000000004,M,-0.27249999999999996,M,4
equivalent,0.22249999999999992,H,-0.26249999999999996,M,7
era,0.07250000000000001,M,-0.345,L,3
eradicate,-0.3025,L,0.022499999999999964,H,2
erase,-0.02750000000000008,M,-0.36250000000000004,L,3
eraser,0.15999999999999992,M,-0.35750000000000004,L,3
erect,0.1975,H,0.10749999999999993,H,8
erectile,-0.125,L,0.125,H,2
erection,0.595,H,0.5925,H,8
ergo,-0.03499999999999992,M,-0.25,M,4
erosion,-0.3025,L,0.21500000000000008,H,2
erotic,0.20750000000000002,H,0.5674999999999999,H,8
erotica,0.2749999999999999,H,0.3799999999999999,H,8
err,-0.355,L,-0.32999999999999996,L,0
errand,-0.08000000000000007,M,-0.27749999999999997,M,4
errant,-0.14250000000000007,L,-0.050000000000000044,H,2
erratic,-0.4475,L,0.02499999999999991,H,2
erroneous,-0.15500000000000003,L,-0.09000000000000008,H,2
error,-0.41000000000000003,L,-0.14250000000000007,M,1
erupt,0.03499999999999992,M,0.35250000000000004,H,5
eruption,-0.06499999999999995,M,0.27249999999999996,H,5
escalate,-0.23750000000000004,L,0.3125,H,2
escalating,-0.06000000000000005,M,-0.125,H,5
escalation,-0.04499999999999993,M,-0.022499999999999964,H,5
escalator,0.23750000000000004,H,-0.11250000000000004,H,8
escape,0.125,M,-0.11250000000000004,H,5
escort,0.08749999999999991,M,0.08000000000000007,H,5
escrow,-0.1100000000000001,L,-0.47250000000000003,L,0
esophagus,-0.125,L,-0.31000000000000005,M,1
espionage,-0.23750000000000004,L,0.125,H,2
espresso,0.41999999999999993,H,0.0625,H,8
esquire,0.16749999999999998,M,-0.525,L,3
essay,-0.02499999999999991,M,-0.25,M,4
essence,0.4375,H,-0.28500000000000003,M,7
essential,0.31499999999999995,H,-0.17500000000000004,M,7
establish,0.14500000000000002,M,-0.31999999999999995,L,3
estate,0.1625000000000001,M,-0.38749999999999996,L,3
esteem,0.345,H,-0.27249999999999996,M,7
esteemed,0.23750000000000004,H,-0.07000000000000006,H,8
estimate,0.23750000000000004,H,-0.39749999999999996,L,6
estimation,-0.08250000000000002,M,-0.45499999999999996,L,3
estranged,-0.3325,L,-0.26249999999999996,M,1
estrogen,0.05499999999999994,M,-0.13749999999999996,M,4
eternal,0.43999999999999995,H,-0.35250000000000004,L,6
eternity,0.26249999999999996,H,-0.3075,M,7
ether,-0.09250000000000003,L,-0.0475000000000001,H,2
ethic,0.25,H,-0.35750000000000004,L,6
ethical,0.19500000000000006,H,-0.30500000000000005,M,7
ethics,0.25,H,-0.3225,L,6
ethnic,0.09000000000000008,M,-0.36250000000000004,L,3
etiquette,0.25,H,-0.3225,L,6
eucalyptus,0.26249999999999996,H,-0.475,L,6
eulogy,-0.39249999999999996,L,-0.20999999999999996,M,1
euphemism,0.012499999999999956,M,-0.38,L,3
euphoria,0.565,H,0.16999999999999993,H,8
euphoric,0.7,H,0.0625,H,8
euro,0.08749999999999991,M,-0.35750000000000004,L,3
euthanasia,-0.42500000000000004,L,0.04499999999999993,H,2
evacuate,-0.4,L,0.04249999999999998,H,2
evacuation,-0.1924999999999999,L,0.06000000000000005,H,2
evade,-0.11250000000000004,L,0.22750000000000004,H,2
evaluate,0.02499999999999991,M,-0.30500000000000005,M,4
evaluation,-0.03499999999999992,M,0.22249999999999992,H,5
evaporate,0.10000000000000009,M,-0.25,M,4
evasion,-0.41000000000000003,L,-0.05750000000000011,H,2
evasive,-0.43999999999999995,L,-0.40249999999999997,L,0
evening,0.5225,H,-0.475,L,6
evens,0.08250000000000002,M,-0.32499999999999996,L,3
event,0.3025,H,0.02499999999999991,H,8
eventual,0.012499999999999956,M,-0.395,L,3
everlasting,0.38749999999999996,H,-0.2875,M,7
everyday,0.11749999999999994,M,-0.46499999999999997,L,3
everyman,0.10499999999999998,M,-0.37,L,3
evict,-0.5925,L,-0.0674999999999999,H,2
eviction,-0.5,L,-0.08250000000000002,H,2
evidence,-0.07000000000000006,M,-0.275,M,4
evident,0.02499999999999991,M,-0.31000000000000005,M,4
evidentiary,-0.125,L,-0.19500000000000006,M,1
evil,-0.665,L,0.16749999999999998,H,2
evolution,0.08749999999999991,M,0.32499999999999996,H,5
evolutionary,0.15500000000000003,M,0.14749999999999996,H,5
evolve,0.17500000000000004,H,-0.135,M,7
ex,-0.575,L,-0.05249999999999999,H,2
exact,0.14500000000000002,M,-0.26249999999999996,M,4
exacting,0.10499999999999998,M,-0.13749999999999996,M,4
exaggerate,-0.15999999999999992,L,-0.1299999999999999,M,1
exaggeration,-0.2024999999999999,L,0.19999999999999996,H,2
exam,-0.16749999999999998,L,0.04249999999999998,H,2
examination,0.012499999999999956,M,-0.125,H,5
examine,0.15250000000000008,M,-0.26249999999999996,M,4
examiner,-0.1775,L,-0.32499999999999996,L,0
example,-0.02499999999999991,M,-0.36250000000000004,L,3
excavation,-0.02750000000000008,M,-0.09000000000000008,H,5
exceed,-0.05249999999999999,M,0.1299999999999999,H,5
excel,0.23750000000000004,H,-0.03750000000000009,H,8
excellence,0.7175,H,0.07499999999999996,H,8
excellent,0.6399999999999999,H,0.03750000000000009,H,8
excelsior,0.23750000000000004,H,-0.25,M,7
exception,0.0625,M,-0.1625000000000001,M,4
exceptional,0.5800000000000001,H,0.0,H,8
excess,-0.1775,L,0.10499999999999998,H,2
excessive,-0.15749999999999997,L,-0.3175,L,0
exchange,0.2250000000000001,H,-0.06000000000000005,H,8
excitable,0.16999999999999993,H,0.10749999999999993,H,8
excite,0.6975,H,0.4025000000000001,H,8
excited,0.7774999999999999,H,0.35749999999999993,H,8
excitement,0.655,H,0.3025,H,8
exciting,0.7375,H,0.48750000000000004,H,8
exclamation,0.4624999999999999,H,0.10000000000000009,H,8
exclude,-0.36250000000000004,L,-0.0475000000000001,H,2
exclusive,-0.125,L,0.0,H,2
excrement,-0.75,L,-0.09000000000000008,H,2
excruciating,-0.725,L,0.07499999999999996,H,2
excursion,0.20750000000000002,H,-0.18500000000000005,M,7
excuse,-0.1200000000000001,L,-0.34750000000000003,L,0
exec,-0.03499999999999992,M,-0.3225,L,3
execute,-0.265,L,0.1975,H,2
execution,-0.68,L,0.25,H,2
executioner,-0.6925,L,0.39749999999999996,H,2
executive,-0.012499999999999956,M,-0.16999999999999993,M,4
executor,-0.26249999999999996,L,0.02499999999999991,H,2
exemplary,0.14500000000000002,M,-0.05249999999999999,H,5
exempt,-0.040000000000000036,M,-0.14250000000000007,M,4
exemption,0.09250000000000003,M,-0.20750000000000002,M,4
exercise,0.3325,H,0.10250000000000004,H,8
exert,0.11749999999999994,M,-0.09000000000000008,H,5
exhale,0.2775000000000001,H,-0.3125,M,7
exhaust,-0.25,L,-0.18500000000000005,M,1
exhaustion,-0.4475,L,-0.1200000000000001,H,2
exhaustive,-0.18999999999999995,L,-0.125,H,2
exhibit,0.1924999999999999,H,0.1200000000000001,H,8
exhibition,0.13250000000000006,M,0.09499999999999997,H,5
exhilarated,0.4750000000000001,H,0.38749999999999996,H,8
exhilarating,0.5974999999999999,H,0.4575,H,8
exhumation,-0.5275,L,-0.125,H,2
exhume,-0.26249999999999996,L,-0.125,H,2
exile,-0.42000000000000004,L,0.21750000000000003,H,2
exist,0.2250000000000001,H,-0.25,M,7
existence,0.3125,H,-0.15500000000000003,M,7
existential,0.21500000000000008,H,-0.17999999999999994,M,7
existing,-0.04249999999999998,M,0.012499999999999956,H,5
exit,0.08749999999999991,M,-0.45499999999999996,L,3
exodus,-0.09250000000000003,L,-0.13749999999999996,M,1
exonerate,0.1100000000000001,M,-0.2925,M,4
exorcism,-0.4625,L,0.24,H,2
exorcist,-0.31000000000000005,L,0.3225,H,2
exotic,0.6375,H,0.4750000000000001,H,8
expand,0.08749999999999991,M,-0.42500000000000004,L,3
expansion,0.3500000000000001,H,0.17500000000000004,H,8
expect,0.23750000000000004,H,-0.03499999999999992,H,8
expectancy,0.33000000000000007,H,-0.1625000000000001,M,7
expectation,0.2749999999999999,H,-0.125,H,8
expedient,0.07499999999999996,M,-0.11250000000000004,H,5
expedite,0.2749999999999999,H,-0.03499999999999992,H,8
expedition,0.38250000000000006,H,-0.125,H,8
expel,-0.3125,L,-0.18999999999999995,M,1
expendable,-0.2875,L,0.02750000000000008,H,2
expense,-0.275,L,-0.04499999999999993,H,2
expensive,-0.41000000000000003,L,0.2749999999999999,H,2
experience,0.4724999999999999,H,-0.3225,L,6
experiment,0.26249999999999996,H,-0.03499999999999992,H,8
experimental,0.1625000000000001,M,0.14250000000000007,H,5
experimentation,0.25,H,0.1299999999999999,H,8
expert,0.43500000000000005,H,-0.23750000000000004,M,7
expertise,0.2749999999999999,H,0.23750000000000004,H,8
expiration,-0.38749999999999996,L,-0.1775,M,1
expire,-0.45999999999999996,L,-0.25,M,1
explain,0.10250000000000004,M,-0.25,M,4
explanation,0.345,H,-0.23750000000000004,M,7
explicit,-0.04499999999999993,M,0.05750000000000011,H,5
explode,-0.15500000000000003,L,0.08000000000000007,H,2
exploit,-0.3375,L,0.06000000000000005,H,2
exploitation,-0.5275,L,0.2749999999999999,H,2
exploration,0.4275,H,0.0,H,8
exploratory,0.23750000000000004,H,-0.1775,M,7
explore,0.5,H,-0.23750000000000004,M,7
explorer,0.2250000000000001,H,0.06000000000000005,H,8
explosion,-0.4575,L,0.3374999999999999,H,2
explosive,-0.21500000000000008,L,0.405,H,2
expo,0.31499999999999995,H,-0.14250000000000007,M,7
export,-0.05249999999999999,M,-0.38749999999999996,L,3
expose,-0.21500000000000008,L,0.22249999999999992,H,2
exposition,0.10749999999999993,M,-0.17500000000000004,M,4
exposure,-0.0475000000000001,M,0.11250000000000004,H,5
express,0.13250000000000006,M,-0.05249999999999999,H,5
expression,0.2875000000000001,H,-0.16749999999999998,M,7
expressive,0.23750000000000004,H,0.125,H,8
expressway,-0.11250000000000004,L,-0.2350000000000001,M,1
expulsion,-0.62,L,-0.08749999999999991,H,2
exquisite,0.6325000000000001,H,-0.10250000000000004,H,8
extend,0.21500000000000008,H,-0.345,L,6
extension,0.0,M,-0.2124999999999999,M,4
extensive,0.0625,M,-0.0625,H,5
extent,0.14250000000000007,M,-0.32999999999999996,L,3
exterior,0.13749999999999996,M,-0.40249999999999997,L,3
exterminate,-0.4525,L,0.26,H,2
extermination,-0.3375,L,0.125,H,2
exterminator,-0.4525,L,0.03249999999999997,H,2
external,0.09250000000000003,M,-0.5,L,3
extinct,-0.565,L,-0.11250000000000004,H,2
extinction,-0.475,L,0.0,H,2
extinguish,-0.08749999999999991,M,-0.022499999999999964,H,5
extinguisher,-0.06000000000000005,M,-0.14250000000000007,M,4
extort,-0.4525,L,-0.1299999999999999,M,1
extortion,-0.7125,L,-0.1100000000000001,H,2
extra,0.3474999999999999,H,-0.525,L,6
extract,0.03750000000000009,M,-0.38749999999999996,L,3
extraction,-0.28500000000000003,L,0.050000000000000044,H,2
extracurricular,0.2749999999999999,H,-0.16749999999999998,M,7
extradition,-0.32999999999999996,L,-0.38749999999999996,L,0
extraordinaire,0.45999999999999996,H,0.21999999999999997,H,8
extraordinary,0.6125,H,-0.19500000000000006,M,7
extraterrestrial,0.1499999999999999,M,0.21500000000000008,H,5
extravagance,0.18500000000000005,H,0.10000000000000009,H,8
extravagant,0.33000000000000007,H,0.0625,H,8
extravaganza,0.4724999999999999,H,0.1299999999999999,H,8
extreme,0.1625000000000001,M,0.29499999999999993,H,5
extremity,-0.09000000000000008,L,-0.03499999999999992,H,2
eye,0.29499999999999993,H,-0.26249999999999996,M,7
eyeball,0.16749999999999998,M,-0.28500000000000003,M,4
eyebrow,0.06499999999999995,M,-0.5225,L,3
eyeful,0.07250000000000001,M,0.03750000000000009,H,5
eyeglasses,0.022499999999999964,M,-0.40249999999999997,L,3
eyelash,0.11250000000000004,M,-0.5975,L,3
eyeliner,0.355,H,-0.3325,L,6
eyes,0.39250000000000007,H,-0.45499999999999996,L,6
eyesight,0.2849999999999999,H,-0.37,L,6
eyewitness,-0.13250000000000006,L,-0.0674999999999999,H,2
fable,0.1875,H,-0.22750000000000004,M,7
fabled,0.1975,H,-0.09749999999999992,H,8
fabric,0.26249999999999996,H,-0.65,L,6
fabrication,-0.25,L,-0.22249999999999992,M,1
fabulous,0.71,H,0.03750000000000009,H,8
facade,-0.09250000000000003,L,-0.345,L,0
face,0.3400000000000001,H,-0.10250000000000004,H,8
faceless,-0.605,L,-0.2250000000000001,M,1
facial,0.31000000000000005,H,-0.11250000000000004,H,8
facilitate,-0.09250000000000003,L,-0.345,L,0
facility,0.08250000000000002,M,-0.25,M,4
fact,0.3075000000000001,H,-0.4275,L,6
faction,0.02750000000000008,M,-0.2250000000000001,M,4
factor,-0.02499999999999991,M,-0.35,L,3
factory,-0.012499999999999956,M,-0.5,L,3
factual,0.22249999999999992,H,-0.45499999999999996,L,6
faculty,0.15749999999999997,M,-0.03499999999999992,H,5
fad,-0.11250000000000004,L,-0.2925,M,1
fade,-0.08749999999999991,M,-0.44999999999999996,L,3
fag,-0.7375,L,0.08000000000000007,H,2
faggot,-0.67,L,0.16999999999999993,H,2
fail,-0.6675,L,0.125,H,2
failure,-0.7125,L,0.0,H,2
faint,-0.25,L,-0.31499999999999995,L,0
fair,0.5349999999999999,H,-0.4275,L,6
fairness,0.6200000000000001,H,-0.11499999999999999,H,8
fairway,-0.0475000000000001,M,-0.405,L,3
fairy,0.4275,H,0.010000000000000009,H,8
faith,0.3600000000000001,H,-0.4,L,6
faithful,0.7375,H,-0.1299999999999999,M,7
faithless,-0.35750000000000004,L,-0.2250000000000001,M,1
fake,-0.595,L,0.03750000000000009,H,2
faker,-0.56,L,-0.26,M,1
falafel,0.1299999999999999,M,-0.32999999999999996,L,3
falcon,0.125,M,0.0,H,5
fall,-0.27749999999999997,L,-0.18999999999999995,M,1
fallacy,-0.25,L,-0.25,M,1
fallback,-0.0475000000000001,M,-0.31999999999999995,L,3
fallopian,-0.10250000000000004,L,-0.34750000000000003,L,0
fallout,-0.54,L,-0.11250000000000004,H,2
fallow,-0.14250000000000007,L,-0.38,L,0
FALSE,-0.4325,L,0.05750000000000011,H,2
fame,0.11250000000000004,M,-0.09250000000000003,H,5
famed,0.08250000000000002,M,-0.275,M,4
familiar,0.2975000000000001,H,-0.625,L,6
familiarity,0.44999999999999996,H,-0.5825,L,6
family,0.5625,H,-0.1625000000000001,M,7
famine,-0.5125,L,0.2749999999999999,H,2
famished,-0.13250000000000006,L,0.35749999999999993,H,2
famous,0.22249999999999992,H,-0.19999999999999996,M,7
fan,0.4524999999999999,H,-0.32499999999999996,L,6
fanatic,-0.08250000000000002,M,0.2925,H,5
fanatical,-0.28500000000000003,L,0.21750000000000003,H,2
fanciful,0.5125,H,-0.0475000000000001,H,8
fancy,0.6074999999999999,H,0.10499999999999998,H,8
fanfare,0.07499999999999996,M,-0.022499999999999964,H,5
fang,-0.09499999999999997,L,-0.21999999999999997,M,1
fantasize,0.5,H,0.0,H,8
fantastic,0.8399999999999999,H,0.3500000000000001,H,8
fantasy,0.5375000000000001,H,0.29499999999999993,H,8
faraway,-0.07499999999999996,M,-0.39,L,3
farce,-0.16749999999999998,L,-0.26,M,1
fare,-0.03499999999999992,M,-0.675,L,3
farewell,-0.39249999999999996,L,-0.19999999999999996,M,1
farm,0.30499999999999994,H,-0.48750000000000004,L,6
farmer,0.2849999999999999,H,-0.3325,L,6
farmhouse,0.2024999999999999,H,-0.375,L,6
farming,0.11749999999999994,M,-0.4375,L,3
farmland,0.395,H,-0.46499999999999997,L,6
fart,-0.23750000000000004,L,-0.06499999999999995,H,2
fascinate,0.5,H,0.2749999999999999,H,8
fascinating,0.5925,H,0.03499999999999992,H,8
fascination,0.5625,H,0.020000000000000018,H,8
fascism,-0.625,L,0.02499999999999991,H,2
fascist,-0.475,L,-0.06499999999999995,H,2
fashion,0.06499999999999995,M,0.0625,H,5
fashionable,0.5825,H,-0.23750000000000004,M,7
fastball,0.17500000000000004,H,0.2749999999999999,H,8
fasten,0.15749999999999997,M,-0.25,M,4
fat,-0.565,L,-0.27749999999999997,M,1
fatal,-0.75,L,0.4475,H,2
fatality,-0.5375,L,0.26249999999999996,H,2
fate,0.09499999999999997,M,0.050000000000000044,H,5
fated,-0.14250000000000007,L,-0.2875,M,1
fateful,0.0,M,-0.125,H,5
fathead,-0.38249999999999995,L,0.0,H,2
father,0.47,H,-0.32999999999999996,L,6
fatherhood,0.4424999999999999,H,-0.10749999999999993,H,8
fatherland,0.02499999999999991,M,-0.35750000000000004,L,3
fatherly,0.38250000000000006,H,-0.365,L,6
fathom,0.05249999999999999,M,-0.07250000000000001,H,5
fatigue,-0.33999999999999997,L,-0.43500000000000005,L,0
fatigued,-0.5275,L,-0.30500000000000005,M,1
fatso,-0.58,L,0.08250000000000002,H,2
fatten,-0.27749999999999997,L,-0.40249999999999997,L,0
fatty,-0.655,L,-0.4125,L,0
faucet,0.13749999999999996,M,-0.36750000000000005,L,3
fault,-0.36750000000000005,L,-0.2450000000000001,M,1
faulty,-0.38,L,-0.08000000000000007,H,2
faun,0.02499999999999991,M,-0.20500000000000007,M,4
fauna,0.26249999999999996,H,-0.4375,L,6
faux,-0.1875,L,-0.35750000000000004,L,0
favor,0.4175,H,-0.09749999999999992,H,8
favorable,0.4750000000000001,H,-0.10250000000000004,H,8
favorite,0.5974999999999999,H,-0.1499999999999999,M,7
favoritism,-0.0475000000000001,M,0.03750000000000009,H,5
fawn,0.2875000000000001,H,-0.27,M,7
fax,0.06000000000000005,M,-0.4075,L,3
faze,-0.04499999999999993,M,-0.27249999999999996,M,4
fear,-0.5175,L,0.2849999999999999,H,2
fearful,-0.585,L,0.11250000000000004,H,2
fearless,0.2024999999999999,H,-0.23750000000000004,M,7
fearsome,-0.42000000000000004,L,0.11250000000000004,H,2
feasible,0.20999999999999996,H,-0.19999999999999996,M,7
feast,0.6425000000000001,H,0.06499999999999995,H,8
feat,0.25,H,-0.25,M,7
feather,0.32499999999999996,H,-0.4275,L,6
feathered,0.3225,H,-0.41000000000000003,L,6
feature,0.1499999999999999,M,-0.27249999999999996,M,4
fecal,-0.65,L,-0.1200000000000001,H,2
feces,-0.6925,L,-0.1625000000000001,M,1
federal,-0.485,L,-0.13749999999999996,M,1
federation,-0.08000000000000007,M,-0.36250000000000004,L,3
fee,-0.535,L,-0.22999999999999998,M,1
feeble,-0.2825,L,-0.32999999999999996,L,0
feed,0.48750000000000004,H,-0.11250000000000004,H,8
feedback,0.22750000000000004,H,-0.20750000000000002,M,7
feeder,0.04499999999999993,M,-0.19500000000000006,M,4
feel,0.3174999999999999,H,-0.23750000000000004,M,7
feeling,0.375,H,-0.28500000000000003,M,7
feign,-0.13749999999999996,L,-0.31999999999999995,L,0
feisty,0.18999999999999995,H,0.32499999999999996,H,8
feline,0.4650000000000001,H,-0.355,L,6
feller,-0.04499999999999993,M,-0.46499999999999997,L,3
fellow,0.32000000000000006,H,-0.48750000000000004,L,6
fellowship,0.35749999999999993,H,-0.5225,L,6
felon,-0.7,L,-0.012499999999999956,H,2
felony,-0.645,L,-0.012499999999999956,H,2
female,0.6299999999999999,H,0.2250000000000001,H,8
feminine,0.5825,H,-0.16999999999999993,M,7
femininity,0.3125,H,-0.1299999999999999,M,7
feminist,-0.18500000000000005,L,-0.27749999999999997,M,1
femme,0.2925,H,-0.1499999999999999,M,7
femoral,-0.125,L,-0.17999999999999994,M,1
femur,-0.11250000000000004,L,-0.485,L,0
fence,0.012499999999999956,M,-0.575,L,3
fencing,0.04249999999999998,M,-0.28500000000000003,M,4
fend,-0.04499999999999993,M,-0.06499999999999995,H,5
fender,0.02750000000000008,M,-0.4375,L,3
fennel,0.08749999999999991,M,-0.35250000000000004,L,3
fern,0.3799999999999999,H,-0.4625,L,6
ferocious,-0.4475,L,0.4175,H,2
ferret,-0.02750000000000008,M,-0.22249999999999992,M,4
ferry,0.32499999999999996,H,-0.5725,L,6
ferryboat,0.21500000000000008,H,-0.2250000000000001,M,7
fertile,0.5,H,0.10250000000000004,H,8
fertility,0.2124999999999999,H,-0.07000000000000006,H,8
fertilize,0.11250000000000004,M,-0.1825000000000001,M,4
fertilizer,-0.13749999999999996,L,-0.38749999999999996,L,0
fess,-0.35750000000000004,L,-0.39249999999999996,L,0
fest,0.39250000000000007,H,-0.05499999999999994,H,8
festival,0.45999999999999996,H,0.21500000000000008,H,8
festive,0.5349999999999999,H,0.16749999999999998,H,8
fetal,-0.26249999999999996,L,-0.15999999999999992,M,1
fetch,0.08000000000000007,M,-0.23750000000000004,M,4
fetish,0.0,M,-0.08250000000000002,H,5
fetus,-0.06499999999999995,M,-0.18999999999999995,M,4
feud,-0.24,L,0.02499999999999991,H,2
fever,-0.52,L,0.004999999999999893,H,2
feverish,-0.47750000000000004,L,0.08749999999999991,H,2
fiancee,0.5349999999999999,H,0.010000000000000009,H,8
fiasco,-0.23750000000000004,L,0.07000000000000006,H,2
fib,-0.4625,L,0.1499999999999999,H,2
fiber,0.10499999999999998,M,-0.355,L,3
fiberglass,-0.15749999999999997,L,-0.6025,L,0
fibrosis,-0.43500000000000005,L,-0.2250000000000001,M,1
fickle,-0.0625,M,0.0625,H,5
fiction,0.36749999999999994,H,-0.07499999999999996,H,8
fictional,0.23750000000000004,H,-0.34750000000000003,L,6
fictitious,0.2124999999999999,H,-0.15500000000000003,M,7
fiddle,0.012499999999999956,M,-0.23750000000000004,M,4
fiddler,0.15500000000000003,M,-0.2825,M,4
fidelity,0.42500000000000004,H,-0.2925,M,7
